timestamp,vehicle_gps_latitude,vehicle_gps_longitude,route_risk_level,Risk_Level,Delay_Probability,Actual_Delay_Status
2024-07-21 12:00:00,48.78499826600006,-99.80013894929776,7.3234343248048415,High Risk,0.82,0
2024-02-04 14:00:00,49.17200148972471,-85.19427176808887,7.501795430961734,High Risk,0.8133333333333334,1
2023-12-06 08:00:00,48.67374940016529,-113.80123942952112,8.832733291648427,High Risk,0.8066666666666666,0
2024-05-04 03:00:00,49.79425176342025,-87.7627480076317,7.251526205941462,High Risk,0.8066666666666666,1
2024-03-30 23:00:00,40.85943265052205,-92.0202622735185,7.83580557633643,High Risk,0.8066666666666666,1
2024-03-25 03:00:00,34.80177279603752,-86.8536432892559,2.108218368075271,High Risk,0.8033333333333333,1
2024-04-14 23:00:00,44.83945576777562,-117.9599384960959,9.997797203629494,High Risk,0.8033333333333333,1
2024-04-04 20:00:00,45.18495141452503,-118.51431806540371,7.4772456967654595,High Risk,0.8033333333333333,1
2024-03-04 17:00:00,32.45034235539858,-71.41038833763668,0.2157702335996001,High Risk,0.8,0
2024-07-24 16:00:00,42.15955282817024,-106.09654571422148,5.007162921767985,High Risk,0.8,1
2024-02-08 01:00:00,46.653437837454085,-72.28381233043754,8.656476671034962,High Risk,0.8,1
2024-06-16 21:00:00,33.12500517077706,-70.08204659612173,0.7917147786319284,High Risk,0.8,1
2024-05-03 01:00:00,30.773589347682744,-73.37467543296248,9.872724635218828,High Risk,0.8,0
2024-05-28 14:00:00,39.36695690735425,-78.09826847085597,8.250875126778276,High Risk,0.7966666666666666,0
2024-05-01 10:00:00,30.23227613980019,-114.04982221971252,9.711597912079377,High Risk,0.7966666666666666,1
2024-07-04 21:00:00,31.713370483943297,-84.84121266819577,9.999950530850034,High Risk,0.7933333333333333,1
2024-06-02 09:00:00,30.162521148360813,-74.26282622924363,9.51132897303739,High Risk,0.7933333333333333,0
2024-07-23 00:00:00,32.098686317838144,-95.22395501927178,9.577421651628963,High Risk,0.79,0
2024-08-18 19:00:00,36.24456019665436,-70.0149309854713,6.6368117370783,High Risk,0.79,0
2024-06-11 15:00:00,32.31859843660082,-88.4839688233468,5.992647088692581,High Risk,0.79,1
2024-08-03 07:00:00,31.18019585365772,-78.68332928439732,8.772536605519837,High Risk,0.79,0
2024-05-16 17:00:00,46.93716190615282,-70.29153715973104,9.761795622188924,High Risk,0.79,1
2024-06-30 15:00:00,40.46735128810596,-81.18703855889999,0.4607405425539742,High Risk,0.7866666666666666,0
2024-05-24 06:00:00,31.702761652699337,-75.75179880692464,9.974752439764629,High Risk,0.7866666666666666,0
2024-02-02 05:00:00,47.66855555940025,-101.77749714341763,1.2911823987833029,High Risk,0.7866666666666666,1
2024-03-29 20:00:00,47.88300897273791,-118.6886374389402,1.598736442283446,High Risk,0.7866666666666666,1
2024-04-20 05:00:00,30.002852595616087,-71.6463428849597,3.3896074774764258,High Risk,0.7866666666666666,1
2024-02-07 14:00:00,49.75341633685735,-82.28316964726146,4.023924140723591,High Risk,0.7833333333333333,1
2024-06-27 12:00:00,35.86188987551388,-119.8555485642403,6.7908560914911344,High Risk,0.7833333333333333,0
2024-02-27 06:00:00,30.39505576005036,-119.07487400402624,2.941436704208092,High Risk,0.7833333333333333,0
2023-12-11 04:00:00,39.66009093952427,-94.91530005001349,0.0371886928353071,High Risk,0.7833333333333333,0
2024-07-24 19:00:00,46.24015467309592,-117.60407554542456,9.780035546959514,High Risk,0.7833333333333333,1
2024-06-26 10:00:00,36.525474451584365,-87.09075985278291,0.2905443602578538,High Risk,0.78,0
2024-03-17 19:00:00,32.96587782867186,-80.53668510102409,7.940598002068334,High Risk,0.78,1
2024-04-24 06:00:00,36.28998892732774,-83.80076885639993,9.656734216796876,High Risk,0.78,1
2024-02-03 17:00:00,30.096764799971066,-71.12437420785156,2.473984540737605,High Risk,0.78,0
2024-03-10 01:00:00,47.28344077543402,-71.11262376975894,2.968702386961129,High Risk,0.7766666666666666,1
2024-02-18 09:00:00,32.19257190148758,-96.7536267621004,9.453438409503413,High Risk,0.7766666666666666,1
2024-06-30 03:00:00,31.86420799296356,-70.73047006253546,9.99973405755954,High Risk,0.7766666666666666,0
2024-05-06 19:00:00,49.56051351841785,-70.1571423237526,5.953106042137017,High Risk,0.7766666666666666,0
2024-06-04 04:00:00,31.557460226814094,-70.10345580098675,0.4968767548660768,High Risk,0.7766666666666666,0
2024-08-04 23:00:00,47.83652246699224,-114.2228857756358,9.841065655103083,High Risk,0.7766666666666666,0
2024-02-26 23:00:00,46.76696185099658,-70.01555705065874,9.588807279337836,High Risk,0.7733333333333333,0
2024-07-15 12:00:00,47.07647088194084,-92.51936121449896,8.894493140801725,High Risk,0.7733333333333333,1
2024-05-09 15:00:00,30.010397178836,-117.00710118003587,2.6849190353529657,High Risk,0.7733333333333333,0
2024-04-29 10:00:00,30.01856164772046,-85.50808047548995,9.788878911410851,High Risk,0.7733333333333333,0
2024-04-23 11:00:00,42.4915577703171,-70.1331789627536,1.6748502277581057,High Risk,0.7733333333333333,1
2024-06-20 06:00:00,42.18886890377435,-86.0084765730414,1.58360690409893,High Risk,0.7733333333333333,1
2024-06-13 17:00:00,45.01971225466671,-76.07346629400556,9.968050037392397,High Risk,0.7733333333333333,1
2024-02-12 19:00:00,44.62454051989787,-70.00026703438456,8.88175658146783,High Risk,0.7733333333333333,1
2024-05-04 17:00:00,47.62528875120237,-91.09350202026329,9.9931194096755,High Risk,0.77,1
2024-01-14 19:00:00,37.54197550347276,-70.00011400477436,2.0873108405854373,High Risk,0.77,0
2024-04-27 11:00:00,30.00700424550723,-71.65088567891364,3.569289563812761,High Risk,0.77,1
2024-07-09 22:00:00,49.83246792941387,-70.60760523450392,9.915236141819102,High Risk,0.77,1
2023-12-24 01:00:00,48.677547873339726,-77.82481050449617,7.251046735474549,High Risk,0.7666666666666667,0
2024-06-15 05:00:00,31.43227821013838,-109.74635772843942,6.568264025982776,High Risk,0.7666666666666667,0
2024-01-26 01:00:00,37.95891251427693,-113.9236558575106,9.71163317692929,High Risk,0.7666666666666667,1
2024-03-15 17:00:00,45.80249255686489,-119.99332693508649,2.471644728943023,High Risk,0.7666666666666667,1
2024-03-23 03:00:00,46.75179496903728,-102.37141663797064,8.081434125429046,High Risk,0.7666666666666667,1
2024-07-14 21:00:00,36.072062409183374,-78.59863732866685,9.551651013067662,High Risk,0.7666666666666667,0
2024-08-11 08:00:00,49.99897382245733,-113.20785187633534,9.99999968491178,High Risk,0.7666666666666667,1
2024-02-09 01:00:00,32.00213538139629,-117.99928492708962,2.0750462257000843,High Risk,0.7666666666666667,0
2024-05-05 22:00:00,36.40272819458632,-70.0555310136196,9.89631543851457,High Risk,0.7633333333333333,0
2023-12-17 13:00:00,33.569647330652586,-71.21214120682566,3.839744270359229,High Risk,0.7633333333333333,1
2024-06-26 18:00:00,32.22766287650246,-78.22702660384252,1.4404318911598504,High Risk,0.7633333333333333,1
2024-01-28 05:00:00,32.2286578293099,-105.0809949691354,8.642924597413181,High Risk,0.7633333333333333,1
2024-04-21 06:00:00,49.90869201842065,-107.50324495583436,0.8313136601868043,High Risk,0.7633333333333333,0
2024-01-08 21:00:00,34.42179682705715,-70.8740305152645,4.21891536993305,High Risk,0.7633333333333333,1
2024-01-15 09:00:00,39.06310999760976,-72.25365583755385,9.99992608162156,High Risk,0.7633333333333333,1
2024-05-09 04:00:00,34.00805273451416,-72.02415924561451,9.945894720382462,High Risk,0.7633333333333333,0
2023-12-31 04:00:00,33.49155295114532,-71.52256659373347,7.348297223000659,High Risk,0.7633333333333333,0
2023-12-22 05:00:00,31.313472363797068,-70.03424864261123,0.2770732421310462,High Risk,0.7633333333333333,0
